Event,Node,Arrival,Mode
1,31,254.71626820505023,None
1,31,254.7170982873074,None
1,10,254.82037033983784,None
1,18,255.01355554379305,None
1,31,255.10499341381978,None
1,3,255.10800946075167,None
1,10,255.13800993761942,None
1,3,255.20741366251295,None
1,18,255.30711019347228,None
1,3,255.5678900719406,None
1,31,255.61923436188127,None
1,18,255.7679990007998,None
1,31,255.9068247202183,None
1,3,255.91878910293397,None
1,31,256.20664865603663,None
1,18,256.2366051626086,None
1,18,256.325647356002,None
1,10,256.33497961189033,None
1,18,256.5302025565996,None
1,3,256.6162045437367,None
1,10,256.6999574787639,None
1,3,256.7193991102594,None
